,timestamp,ask,bid,high,last_price,low,mid,timestamp.1,volume
0,1511125118.6124678,1179.7,1176.7,1270.0,1176.3,1117.4,1178.2,1511125123.9485233,78066.38063130001
1,1511125186.16426,1177.0,1176.8,1270.0,1177.0,1117.4,1176.9,1511125191.494519,78094.61853489
2,1511125241.9777482,1176.3,1176.2,1270.0,1176.0,1117.4,1176.25,1511125243.2652302,78120.25435406
3,1511125297.024194,1176.2,1175.2,1270.0,1175.3,1117.4,1175.7,1511125302.3540232,78120.84634233
4,1511125427.4435275,1174.8,1174.1,1269.0,1174.2,1117.4,1174.45,1511125432.7786222,78066.50591642
5,1511125476.8530884,1175.0,1174.4,1269.0,1174.4,1117.4,1174.7,1511125479.2599854,78064.45256847
6,1511125540.8243856,1173.2,1172.5,1269.0,1172.2,1117.4,1172.85,1511125546.1498075,78032.75264837
7,1511125600.7962015,1169.7,1169.0,1269.0,1169.0,1117.4,1169.35,1511125605.0285175,77962.41750806
8,1511125662.257688,1169.0,1168.9,1269.0,1169.2,1117.4,1168.95,1511125664.887288,77978.07678933
9,1511125719.7337213,1168.8,1168.1,1269.0,1168.8,1117.4,1168.45,1511125723.013463,77918.43348112
10,1511125776.2556856,1168.8,1167.1,1269.0,1167.1,1117.4,1167.95,1511125778.8318393,77932.84244562
11,1511125838.0522153,1170.0,1169.7,1269.0,1170.0,1117.4,1169.85,1511125842.3351116,77878.57084579
12,1511125897.8572192,1173.9,1171.7,1269.0,1172.8,1117.4,1172.8,1511125903.207979,77805.78732062
13,1511125956.8650134,1174.4,1173.1,1269.0,1173.1,1117.4,1173.75,1511125962.2150142,77797.82735723
14,1511126016.6574812,1176.9,1176.5,1269.0,1177.9,1117.4,1176.7,1511126022.0225792,77818.73655207
15,1511126078.8496394,1176.9,1176.8,1269.0,1176.9,1117.4,1176.85,1511126084.2102525,77767.50177633
16,1511126138.4792705,1175.6,1175.5,1269.0,1175.6,1117.4,1175.55,1511126143.7251248,77741.53644368
17,1511126202.5209866,1176.8,1175.0,1269.0,1173.9,1117.4,1175.9,1511126205.6130245,77743.42710085
18,1511126257.1843634,1176.0,1175.2,1269.0,1176.8,1117.4,1175.6,1511126260.4175262,77698.00801409
19,1511126317.1612735,1176.3,1174.7,1269.0,1176.6,1117.4,1175.5,1511126319.2357278,77723.02362081
20,1511126377.4214902,1175.2,1173.4,1269.0,1175.3,1117.4,1174.3,1511126381.2790356,77681.28094989
21,1511126436.6617146,1174.5,1174.0,1269.0,1174.0,1117.4,1174.25,1511126441.8536735,77641.32140581
22,1511126496.5678115,1173.8,1171.9,1269.0,1171.3,1117.4,1172.85,1511126501.942225,77607.42577932
23,1511126562.6532395,1172.9,1172.0,1269.0,1173.0,1117.4,1172.45,1511126567.6746051,77568.75166515
24,1511126617.8564065,1173.0,1172.1,1269.0,1172.4,1117.4,1172.55,1511126621.8150773,77526.06282124
25,1511126676.580268,1173.0,1171.8,1269.0,1173.0,1117.4,1172.4,1511126681.9478226,77445.10210581
26,1511126739.735958,1172.6,1172.1,1269.0,1173.0,1117.4,1172.35,1511126745.1097147,77319.19338703
27,1511126802.750322,1172.0,1171.6,1269.0,1172.0,1117.4,1171.8,1511126808.1237676,77240.30738406
28,1511126859.372228,1172.0,1171.7,1269.0,1172.0,1117.4,1171.85,1511126864.741833,77041.75920654
29,1511126917.7642984,1174.0,1172.1,1269.0,1174.1,1117.4,1173.05,1511126923.1479542,76989.85847307
30,1511126977.6706252,1173.6,1172.3,1269.0,1174.1,1117.4,1172.95,1511126979.3927839,76876.65266329
31,1511127036.7360158,1174.1,1173.9,1269.0,1174.1,1117.4,1174.0,1511127042.1205926,76786.22139792
32,1511127097.7037942,1176.5,1175.5,1269.0,1175.3,1117.4,1176.0,1511127103.0442958,76750.08154838
33,1511127182.4549527,1176.4,1174.4,1269.0,1175.5,1117.4,1175.4,1511127187.8101394,76559.94913031
34,1511127219.0231915,1177.3,1176.9,1269.0,1176.3,1117.4,1177.1,1511127220.0760274,76496.85142457
35,1511127280.679075,1177.2,1176.8,1269.0,1176.6,1117.4,1177.0,1511127286.079177,76303.10507226
36,1511127339.0682778,1177.9,1177.6,1269.0,1177.3,1117.4,1177.75,1511127344.4009242,76000.79731385
37,1511127398.6842265,1178.0,1177.8,1269.0,1177.9,1117.4,1177.9,1511127403.9284432,75653.77548487
38,1511127458.15092,1180.6,1179.2,1269.0,1179.3,1117.4,1179.9,1511127463.5493162,75309.15518257
39,1511127522.4158938,1183.2,1182.6,1269.0,1182.1,1117.4,1182.9,1511127527.805166,75070.07828964
40,1511127578.5128813,1184.9,1184.8,1269.0,1185.0,1117.4,1184.85,1511127583.9204473,74813.17021907
41,1511127637.5591426,1184.7,1184.1,1269.0,1184.1,1117.4,1184.4,1511127642.9604962,74481.54247398
42,1511127701.577767,1185.0,1184.9,1269.0,1184.9,1117.4,1184.95,1511127706.9866533,74360.06041354
43,1511127756.6038704,1185.0,1184.9,1269.0,1185.0,1117.4,1184.95,1511127762.0127056,74209.5712745
44,1511127817.3397632,1184.8,1184.5,1269.0,1184.5,1117.4,1184.65,1511127820.8359993,74075.34851438
45,1511127877.3456252,1182.6,1182.5,1269.0,1182.5,1117.4,1182.55,1511127879.9570615,73960.83836712
46,1511127939.1229837,1181.9,1181.6,1269.0,1181.3,1117.4,1181.75,1511127943.952222,73959.47147103
47,1511128001.009282,1178.0,1177.0,1269.0,1177.0,1117.4,1177.5,1511128005.249881,74018.62313752
48,1511128060.752092,1175.0,1174.4,1269.0,1175.0,1117.4,1174.7,1511128064.2306185,74029.03332092
49,1511128117.6916392,1177.0,1175.3,1269.0,1177.0,1117.4,1176.15,1511128120.1901422,74019.89734468
50,1511128181.7316356,1179.8,1177.4,1269.0,1177.5,1117.4,1178.6,1511128187.1448822,74024.04849058
51,1511128237.178646,1175.7,1175.6,1269.0,1175.5,1117.4,1175.65,1511128242.597824,74022.56379938
52,1511128297.685433,1176.9,1175.6,1269.0,1176.0,1117.4,1176.25,1511128302.9917064,73973.4992656
53,1511128357.8475518,1177.1,1176.0,1269.0,1177.3,1117.4,1176.55,1511128358.919425,73978.09314083
54,1511128419.2308574,1178.0,1177.3,1269.0,1176.3,1117.4,1177.65,1511128424.5040278,73962.41595583
55,1511128476.9549036,1179.1,1179.0,1269.0,1179.1,1117.4,1179.05,1511128480.437036,73887.60091060001
56,1511128537.8892176,1179.5,1179.2,1269.0,1179.5,1117.4,1179.35,1511128543.3207953,73853.24344269
57,1511128598.3905606,1180.0,1179.2,1269.0,1179.2,1117.4,1179.6,1511128598.829942,73768.05046168
58,1511128656.701663,1179.5,1177.9,1269.0,1179.5,1117.4,1178.7,1511128662.1261408,73597.19787310001
59,1511128723.9764981,1179.4,1177.2,1269.0,1179.5,1117.4,1178.3,1511128729.397817,73513.84123116
60,1511128776.6409626,1179.5,1177.4,1269.0,1179.5,1117.4,1178.45,1511128782.073742,73416.73200261
61,1511128837.5937493,1182.7,1179.1,1269.0,1183.4,1117.4,1180.9,1511128839.0566776,73411.42927644
62,1511128902.0359616,1185.0,1183.8,1269.0,1184.0,1117.4,1184.4,1511128907.4694881,73343.39883585
63,1511128961.325397,1184.5,1181.6,1269.0,1181.6,1117.4,1183.05,1511128962.6653733,73355.17910697
64,1511129017.1239276,1183.2,1182.7,1269.0,1183.3,1117.4,1182.95,1511129022.5662508,73295.08795054
65,1511129077.0425036,1183.7,1183.0,1269.0,1183.0,1117.4,1183.35,1511129082.484071,73262.73503869999
66,1511129142.566289,1186.2,1182.8,1269.0,1186.5,1117.4,1184.5,1511129144.398821,73246.45533336
67,1511129196.8608,1183.2,1182.0,1269.0,1182.0,1117.4,1182.6,1511129202.299759,73157.65525835
68,1511129260.304793,1181.8,1181.7,1269.0,1181.7,1117.4,1181.75,1511129265.7430336,73146.55352901
69,1511129316.5598526,1183.3,1182.3,1269.0,1183.3,1117.4,1182.8,1511129321.9884026,72939.95764829
70,1511129377.3146975,1188.0,1187.1,1269.0,1188.0,1117.4,1187.55,1511129382.7614448,72874.05534721
71,1511129436.2015376,1190.0,1189.0,1269.0,1189.0,1117.4,1189.5,1511129438.417735,72853.77856791
72,1511129496.6664155,1193.3,1193.0,1269.0,1193.3,1117.4,1193.15,1511129500.0646315,72922.89990101
73,1511129561.4291313,1194.1,1192.9,1269.0,1194.0,1117.4,1193.5,1511129562.7421827,72769.98520046
74,1511129617.684928,1193.8,1192.0,1269.0,1193.8,1117.4,1192.9,1511129623.1336274,72810.59138239
75,1511129678.6485806,1194.0,1192.3,1269.0,1193.0,1117.4,1193.15,1511129684.0998929,72809.4612136
76,1511129738.8081515,1192.9,1192.1,1269.0,1190.6,1117.4,1192.5,1511129743.381595,72754.16584383
77,1511129801.7260685,1193.7,1193.1,1269.0,1193.1,1117.4,1193.4,1511129806.7321205,72716.57441105
78,1511129858.4201565,1192.4,1191.3,1269.0,1192.5,1117.4,1191.85,1511129860.1693316,72666.88709208
79,1511129917.6384408,1192.3,1191.2,1269.0,1192.4,1117.4,1191.75,1511129922.1782308,72659.28178833
80,1511129977.4884725,1192.3,1192.2,1269.0,1192.3,1117.4,1192.25,1511129982.9520226,72639.12491793
81,1511130041.500225,1194.0,1193.2,1269.0,1194.0,1117.4,1193.6,1511130046.972426,72527.33767245
82,1511130101.5809546,1194.4,1194.0,1269.0,1194.4,1117.4,1194.2,1511130107.0457315,72455.0259591
83,1511130157.092405,1194.9,1193.6,1269.0,1194.4,1117.4,1194.25,1511130162.5649846,72334.19310339999
84,1511130217.7394269,1195.0,1194.5,1269.0,1195.0,1117.4,1194.75,1511130222.4848835,72328.49670523
85,1511130276.4176373,1195.0,1194.9,1269.0,1195.0,1117.4,1194.95,1511130281.62989,72303.96034593
86,1511130337.1285155,1199.0,1198.1,1269.0,1198.1,1117.4,1198.55,1511130342.593627,72152.91489836
87,1511130400.1032095,1201.1,1199.4,1269.0,1199.3,1117.4,1200.25,1511130405.538324,72215.96775453
88,1511130466.152709,1200.4,1200.0,1269.0,1199.9,1117.4,1200.2,1511130471.6295776,72167.67204821
89,1511130522.8391874,1200.4,1200.3,1269.0,1200.3,1117.4,1200.35,1511130528.3143654,72091.50124647
90,1511130577.2996812,1204.9,1201.6,1269.0,1205.0,1117.4,1203.25,1511130582.778318,72168.11279966
91,1511130638.4281135,1211.3,1208.6,1269.0,1213.8,1117.4,1209.95,1511130643.8870769,72265.88339535
92,1511130702.9876075,1205.1,1203.0,1269.0,1205.0,1117.4,1204.05,1511130708.2647092,72336.25049801
93,1511130757.1357837,1205.0,1204.8,1269.0,1205.0,1117.4,1204.9,1511130762.3217561,72356.42781815
94,1511130820.9328768,1202.9,1202.6,1269.0,1202.6,1117.4,1202.75,1511130826.4148989,72385.99996005
95,1511130877.3573024,1204.0,1202.8,1269.0,1202.8,1117.4,1203.4,1511130882.8411505,72473.07653157
96,1511130938.941176,1203.4,1203.3,1269.0,1202.9,1117.4,1203.35,1511130944.4310381,72506.82519037
97,1511130998.7388694,1198.4,1196.6,1269.0,1196.6,1117.4,1197.5,1511131004.2312264,72391.77096235
98,1511131058.2680573,1195.0,1194.9,1265.7,1194.9,1117.4,1194.95,1511131060.4327862,72264.17746389999
99,1511131117.3561664,1191.6,1188.1,1265.0,1188.1,1117.4,1189.85,1511131118.266765,72326.73538538
